,n,token,lemma,pos
619,61,οὕτως,οὕτως,d--------
620,62,οὗτοι,οὗτος,p-p---mn-
621,63,.,.,u--------
622,1,ἐπεὶ,ἐπεί,c--------
623,2,δʼ,δέ,g--------
624,3,ἐδόκει,δοκέω,v3siia---
625,4,ἤδη,ἤδη,d--------
626,5,πορεύεσθαι,πορεύω,v--pne---
627,6,αὐτῷ,αὐτός,a-s---md-
628,7,ἄνω,ἄνω2,d--------
629,8,",",",",u--------
630,9,τὴν,ὅς,p-s---fa-
631,10,μὲν,μέν,g--------
632,11,πρόφασιν,πρόφασις,n-s---fa-
633,12,ἐποιεῖτο,ποιέω,v3siie---
634,13,ὡς,ὡς,c--------
635,14,Πισίδας,,n-s---mn-
636,15,βουλόμενος,,v-sppemn-
637,16,ἐκβαλεῖν,ἐκβάλλω,v--ana---
638,17,παντάπασιν,παντάπασι,d--------
639,18,ἐκ,ἐκ,r--------
640,19,τῆς,ὁ,l-s---fg-
641,20,χώρας,χώρα,n-s---fg-
642,21,·,·,u--------
643,22,καὶ,καί,d--------
644,23,ἁθροίζει,ἀθροίζω,v3spia---
645,24,ὡς,ὡς,d--------
646,25,ἐπὶ,ἐπί,r--------
647,26,τούτους,οὗτος,p-p---ma-
648,27,τό,ὁ,l-s---nn-
649,28,τε,τε,d--------
650,29,βαρβαρικὸν,βαρβαρικός,a-s---nn-
651,30,καὶ,καί,d--------
652,31,τὸ,ὁ,l-s---nn-
653,32,Ἑλληνικόν,Ἑλληνικός,a-s---nn-
654,33,.,.,u--------
655,34,ἐνταῦθα,ἐνταῦθα,d--------
656,35,καὶ,καί,d--------
657,36,παραγγέλλει,παραγγέλλω,v3spia---
658,37,τῷ,ὁ,l-s---md-
659,38,τε,τε,g--------
660,39,Κλεάρχῳ,Κλέαρχος,n-s---md-
661,40,λαβόντι,λαμβάνω,v-sapamd-
662,41,ἥκειν,ἥκω,v--pna---
663,42,ὅσον,ὅσος,a-s---nn-
664,43,ἦν,εἰμί,v3siia---
665,44,αὐτῷ,αὐτός,a-s---md-
666,45,στράτευμα,στράτευμα,n-s---na-
667,46,καὶ,καί,d--------
668,47,τῷ,τῷ,d--------
669,48,Ἀριστίππῳ,Ἀρίστιππος,n-s---md-
670,49,συναλλαγέντι,συναλλάσσω,v-sappmd-
671,50,πρὸς,πρός,r--------
672,51,τοὺς,ὅς,p-p---ma-
673,52,οἴκοι,οἶκος,d--------
674,53,ἀποπέμψαι,ἀποπέμπω,v--ana---
675,54,πρὸς,πρός,r--------
676,55,ἑαυτὸν,ἑαυτοῦ,p-s---ma-
677,56,ὃ,ὅς,p-s---na-
678,57,εἶχε,ἔχω,v3siia---
679,58,στράτευμα,στράτευμα,n-s---na-
680,59,·,·,u--------
681,60,καὶ,καί,d--------
682,61,Ξενίᾳ,Ξενίας,n-s---md-
683,62,τῷ,τῷ,d--------
684,63,Ἀρκάδι,Ἀρκάς,n-s---md-
685,64,",",",",u--------
686,65,ὃς,ὅς,p-s---mn-
687,66,αὐτῷ,αὐτός,p-s---md-
688,67,προειστήκει,προΐστημι,v3slia---
689,68,τοῦ,ὁ,l-s---ng-
690,69,ἐν,ἐν,r--------
691,70,ταῖς,ὁ,l-p---fd-
692,71,πόλεσι,πόλις,n-p---fd-
693,72,ξενικοῦ,ξενικός,a-s---ng-
694,73,",",",",u--------
695,74,ἥκειν,ἥκω,v--pna---
696,75,παραγγέλλει,παραγγέλλω,v3spia---
697,76,λαβόντα,λαμβάνω,v-sapama-
698,77,τοὺς,ὁ,l-p---ma-
699,78,ἄλλους,ἄλλος,a-p---ma-
700,79,πλὴν,πλήν,r--------
701,80,ὁπόσοι,ὁπόσος,a-p---mn-
702,81,ἱκανοὶ,,n-p---mn-
703,82,ἦσαν,εἰμί,v3piia---
704,83,τὰς,ὁ,l-p---fa-
705,84,ἀκροπόλεις,ἀκρόπολις,n-p---fa-
706,85,φυλάττειν,φυλάσσω,v--pna---
707,86,.,.,u--------
708,1,ἐκάλεσε,καλέω,v3saia---
709,2,δὲ,δέ,g--------
710,3,καὶ,καί,d--------
711,4,τοὺς,ὁ,l-p---ma-
712,5,Μίλητον,Μίλητος,n-s---fa-
713,6,πολιορκοῦντας,πολιορκέω,v-pppama-
714,7,",",",",u--------
715,8,καὶ,καί,d--------
716,9,τοὺς,ὁ,l-p---ma-
717,10,φυγάδας,φυγάς,n-p---ma-
718,11,ἐκέλευσε,κελεύω,v3saia---
719,12,σὺν,σύν,r--------
720,13,αὐτῷ,αὐτός,a-s---md-
721,14,στρατεύεσθαι,στρατεύω,v--pne---
722,15,",",",",u--------
723,16,ὑποσχόμενος,ὑπισχνέομαι,v-sapmmn-
724,17,αὐτοῖς,αὐτός,p-p---md-
725,18,",",",",u--------
726,19,εἰ,εἰ,c--------
727,20,καλῶς,καλός,d--------
728,21,καταπράξειεν,καταπράσσω,v3saoa---
729,22,ἐφʼ,ἐφʼ,u--------
730,23,ἃ,ὅς2,p-p---na-
731,24,ἐστρατεύετο,στρατεύω,v3siie---
732,25,",",",",u--------
733,26,μὴ,μή,d--------
734,27,πρόσθεν,πρόσθεν,d--------
735,28,παύσεσθαι,παύω,v--fnm---
736,29,πρὶν,πρίν,d--------
737,30,αὐτοὺς,αὐτός,p-p---ma-
738,31,καταγάγοι,κατάγω,v3saoa---
739,32,οἴκαδε,οἴκαδε,d--------
740,33,.,.,u--------
741,34,οἱ,ὁ,p-p---mn-
742,35,δὲ,δέ,g--------
743,36,ἡδέως,ἡδύς,d--------
744,37,ἐπείθοντο,πείθω,v3piie---
745,38,·,·,u--------
746,39,ἐπίστευον,πιστεύω,v3piia---
747,40,γὰρ,γάρ,g--------
748,41,αὐτῷ,αὐτός,a-s---md-
749,42,·,·,u--------
750,43,καὶ,καί,d--------
751,44,λαβόντες,λαμβάνω,v-papamn-
752,45,τὰ,ὁ,l-p---na-
753,46,ὅπλα,ὅπλον,n-p---na-
754,47,παρῆσαν,πάρειμι,v3piia---
755,48,εἰς,εἰς,r--------
756,49,Σάρδεις,Σάρδεις,n-p---fa-
757,50,.,.,u--------
758,1,Ξενίας,,n-s---fg-
759,2,μὲν,μέν,g--------
760,3,δὴ,δή,g--------
761,4,τοὺς,ὁ,l-p---ma-
762,5,ἐκ,ἐκ,r--------
763,6,τῶν,ὁ,l-p---fg-
764,7,πόλεων,πόλις,n-p---fg-
765,8,λαβὼν,λαμβάνω,v-sapamn-
766,9,παρεγένετο,παραγίγνομαι,v3saim---
767,10,εἰς,εἰς,r--------
768,11,Σάρδεις,Σάρδεις,n-p---fa-
769,12,ὁπλίτας,ὁπλίτης,n-p---ma-
770,13,εἰς,εἰς,r--------
771,14,τετρακισχιλίους,τετρακισχίλιοι,a-p---ma-
772,15,",",",",u--------
773,16,Πρόξενος,,n-s---mg-
774,17,δὲ,δέ,g--------
775,18,παρῆν,πάρειμι,v1siia---
776,19,ἔχων,ἔχω,v-sppamn-
777,20,ὁπλίτας,ὁπλίτης,n-p---ma-
778,21,μὲν,μέν,g--------
779,22,εἰς,εἰς,r--------
780,23,πεντακοσίους,πεντακόσιοι,a-p---ma-
781,24,καὶ,καί,d--------
782,25,χιλίους,χίλιος,a-p---ma-
783,26,",",",",u--------
784,27,γυμνῆτας,γυμνής,n-p---ma-
785,28,δὲ,δέ,g--------
786,29,πεντακοσίους,πεντακόσιοι,a-p---ma-
787,30,",",",",u--------
788,31,Σοφαίνετος,Σοφαίνετος,n-s---mn-
789,32,δὲ,δέ,g--------
790,33,ὁ,ὁ,l-s---mn-
791,34,Στυμφάλιος,,n-s---mn-
792,35,ὁπλίτας,ὁπλίτης,n-p---ma-
793,36,ἔχων,ἔχω,v-sppamn-
794,37,χιλίους,χίλιος,a-p---ma-
795,38,",",",",u--------
796,39,Σωκράτης,,n-p---ma-
797,40,δὲ,δέ,g--------
798,41,ὁ,ὁ,l-s---mn-
799,42,Ἀχαιὸς,Ἀχαιός,a-s---mn-
800,43,ὁπλίτας,ὁπλίτης,n-p---ma-
801,44,ἔχων,ἔχω,v-sppamn-
802,45,ὡς,ὡς,c--------
803,46,πεντακοσίους,πεντακόσιοι,a-p---ma-
804,47,",",",",u--------
805,48,Πασίων,Πασίων,n-s---mn-
806,49,δὲ,δέ,g--------
807,50,ὁ,ὁ,l-s---mn-
808,51,Μεγαρεὺς,Μεγαρεύς,n-s---mn-
809,52,τριακοσίους,τριακόσιοι,a-p---ma-
810,53,μὲν,μέν,g--------
811,54,ὁπλίτας,ὁπλίτης,n-p---ma-
812,55,",",",",u--------
813,56,τριακοσίους,τριακόσιοι,a-p---ma-
814,57,δὲ,δέ,g--------
815,58,πελταστὰς,,v-sapamn-
816,59,ἔχων,ἔχω,v-sppamn-
817,60,παρεγένετο,παραγίγνομαι,v3saim---
818,61,·,·,u--------
819,62,ἦν,εἰμί,v3siia---
820,63,δὲ,δέ,g--------
821,64,καὶ,καί,d--------
822,65,οὗτος,οὗτος,a-s---mn-
823,66,καὶ,καί,d--------
824,67,ὁ,ὁ,l-s---mn-
825,68,Σωκράτης,Σωκράτης,n-s---mn-
826,69,τῶν,ὁ,l-p---mg-
827,70,ἀμφὶ,ἀμφί,r--------
828,71,Μίλητον,Μίλητος,n-s---fa-
829,72,στρατευομένων,στρατεύω,v-pppemg-
830,73,.,.,u--------
831,1,οὗτοι,οὗτος,p-p---mn-
832,2,μὲν,μέν,g--------
833,3,εἰς,εἰς,r--------
834,4,Σάρδεις,Σάρδεις,n-p---fa-
835,5,αὐτῷ,αὐτός,p-s---md-
836,6,ἀφίκοντο,ἀφικνέομαι,v3paim---
837,7,.,.,u--------
838,8,Τισσαφέρνης,,n-s---fg-
839,9,δὲ,δέ,g--------
840,10,κατανοήσας,κατανοέω,v-sapamn-
841,11,ταῦτα,οὗτος,p-p---na-
842,12,",",",",u--------
843,13,καὶ,καί,c--------
844,14,μείζονα,μέγας,a-s---mac
845,15,ἡγησάμενος,ἡγέομαι,v-sapmmn-
846,16,εἶναι,εἰμί,v--pna---
847,17,ἢ,ἤ,c--------
848,18,ὡς,ὡς,d--------
849,19,ἐπὶ,ἐπί,r--------
850,20,Πισίδας,,n-s---mn-
851,21,τὴν,ὁ,l-s---fa-
852,22,παρασκευήν,παρασκευή,n-s---fa-
853,23,",",",",u--------
854,24,πορεύεται,πορεύω,v3spie---
855,25,ὡς,ὡς,c--------
856,26,βασιλέα,βασιλεύς,n-s---ma-
857,27,ᾗ,ὅς,d--------
858,28,ἐδύνατο,δύναμαι,v3siie---
859,29,τάχιστα,ταχύς,a-p---na-
860,30,ἱππέας,ἱππεύς,n-p---ma-
861,31,ἔχων,ἔχω,v-sppamn-
862,32,ὡς,ὡς,c--------
863,33,πεντακοσίους,πεντακόσιοι,a-p---ma-
864,34,.,.,u--------
865,1,καὶ,καί,d--------
866,2,βασιλεὺς,βασιλεύς,n-s---mn-
867,3,μὲν,μέν,g--------
868,4,δὴ,δή,g--------
869,5,ἐπεὶ,ἐπεί,c--------
870,6,ἤκουσε,ἀκούω,v3saia---
871,7,Τισσαφέρνους,,n-p---ma-
872,8,τὸν,ὁ,l-s---ma-
873,9,Κύρου,Κῦρος,n-s---mg-
874,10,στόλον,στόλος,n-s---ma-
875,11,",",",",u--------
876,12,ἀντιπαρεσκευάζετο,ἀντιπαρασκευάζομαι,v3siie---
877,13,.,.,u--------
878,14,Κῦρος,Κῦρος,n-s---mn-
879,15,δὲ,δέ,g--------
880,16,ἔχων,ἔχω,v-sppamn-
881,17,οὓς,ὅς2,p-p---ma-
882,18,εἴρηκα,λέγω,v1sria---
883,19,ὡρμᾶτο,ὁρμάω,v3siie---
884,20,ἀπὸ,ἀπό,r--------
885,21,Σάρδεων,Σάρδεις,n-p---fg-
886,22,·,·,u--------
887,23,καὶ,καί,d--------
888,24,ἐξελαύνει,ἐξελαύνω,v3spia---
889,25,διὰ,διά,r--------
890,26,τῆς,ὁ,l-s---fg-
891,27,Λυδίας,Λυδία,n-s---fg-
892,28,σταθμοὺς,σταθμός,n-p---ma-
893,29,τρεῖς,,m--------
894,30,παρασάγγας,,n-p---fa-
895,31,εἴκοσι,,a--------
896,32,καὶ,καί,c--------
897,33,δύο,γε,m--------
898,34,ἐπὶ,ἐπί,r--------
899,35,τὸν,ὁ,l-s---ma-
900,36,Μαίανδρον,Μαίανδρος,n-s---ma-
901,37,ποταμόν,ποταμός,n-s---ma-
902,38,.,.,u--------
903,39,τούτου,οὗτος,p-s---mg-
904,40,τὸ,ὁ,l-s---na-
905,41,εὖρος,εὖρος,n-s---na-
906,42,δύο,γε,m--------
907,43,πλέθρα,πλέθρον,n-p---na-
908,44,·,·,u--------
909,45,γέφυρα,γέφυρα,n-s---fn-
910,46,δὲ,δέ,g--------
911,47,ἐπῆν,ἔπειμι,v3siia---
912,48,ἐζευγμένη,ζεύγνυμι,v-srpefn-
913,49,πλοίοις,πλοῖον,n-p---nd-
914,50,.,.,u--------
915,1,τοῦτον,οὗτος,p-s---ma-
916,2,διαβὰς,διαβαίνω,v-sapamn-
917,3,ἐξελαύνει,ἐξελαύνω,v3spia---
918,4,διὰ,διά,r--------
919,5,Φρυγίας,Φρυγία,n-s---fg-
920,6,σταθμὸν,σταθμός,n-s---ma-
921,7,ἕνα,,a-s---ma-
922,8,παρασάγγας,,n-p---fa-
923,9,ὀκτὼ,,m--------
924,10,εἰς,εἰς,r--------
925,11,Κολοσσάς,Κολοσσαί,n-p---fa-
926,12,",",",",u--------
927,13,πόλιν,πόλις,n-s---fa-
928,14,οἰκουμένην,,a-s---fa-
929,15,καὶ,καί,d--------
930,16,εὐδαίμονα,εὐδαίμων,a-p---nn-
931,17,καὶ,καί,d--------
932,18,μεγάλην,μέγας,a-s---fa-
933,19,.,.,u--------
934,20,ἐνταῦθα,ἐνταῦθα,d--------
935,21,ἔμεινεν,μένω,v3saia---
936,22,ἡμέρας,ἡμέρα,n-p---fa-
937,23,ἑπτά,,a--------
938,24,·,·,u--------
939,25,καὶ,καί,d--------
940,26,ἧκε,ἵημι,v3saia---
941,27,Μένων,Μένων,n-s---mn-
942,28,ὁ,ὁ,l-s---mn-
943,29,Θετταλὸς,Θεσσαλός,n-s---mn-
944,30,ὁπλίτας,ὁπλίτης,n-p---ma-
945,31,ἔχων,ἔχω,v-sppamn-
946,32,χιλίους,χίλιος,a-p---ma-
947,33,καὶ,καί,d--------
948,34,πελταστὰς,πελταστής,n-p---ma-
949,35,πεντακοσίους,πεντακόσιοι,a-p---ma-
950,36,",",",",u--------
951,37,Δόλοπας,Δόλοψ,n-p---ma-
952,38,καὶ,καί,d--------
953,39,Αἰνιᾶνας,Αἰνιάν,n-p---ma-
954,40,καὶ,καί,d--------
955,41,Ὀλυνθίους,,n-p---ma-
956,42,.,.,u--------
957,1,ἐντεῦθεν,ἐντεῦθεν,d--------
958,2,ἐξελαύνει,ἐξελαύνω,v3spia---
959,3,σταθμοὺς,σταθμός,n-p---ma-
960,4,τρεῖς,,m--------
961,5,παρασάγγας,,n-p---fa-
962,6,εἴκοσιν,,a--------
963,7,εἰς,εἰς,r--------
964,8,Κελαινάς,Κελαιναί,n-p---fa-
965,9,",",",",u--------
966,10,τῆς,ὁ,l-s---fg-
967,11,Φρυγίας,Φρυγία,n-s---fg-
968,12,πόλιν,πόλις,n-s---fa-
969,13,οἰκουμένην,οἰκέω,v-sppefa-
970,14,",",",",u--------
971,15,μεγάλην,μέγας,a-s---fa-
972,16,καὶ,καί,d--------
973,17,εὐδαίμονα,,n-s---fa-
974,18,.,.,u--------
975,19,ἐνταῦθα,ἐνταῦθα,d--------
976,20,Κύρῳ,Κῦρος,n-s---md-
977,21,βασίλεια,βασίλεια,n-s---fn-
978,22,ἦν,εἰμί,v3siia---
979,23,καὶ,καί,d--------
980,24,παράδεισος,,n-s---fn-
981,25,μέγας,μέγας,a-s---mn-
982,26,ἀγρίων,ἄγριος,a-p---mg-
983,27,θηρίων,θηρίον,n-p---ng-
984,28,πλήρης,πλήρης,a-s---mn-
985,29,",",",",u--------
986,30,ἃ,ὅς2,p-p---na-
987,31,ἐκεῖνος,ἐκεῖνος,p-s---mn-
988,32,ἐθήρευεν,θηρεύω,v3siia---
989,33,ἀπὸ,ἀπό,r--------
990,34,ἵππου,ἵππος,n-s---mg-
991,35,",",",",u--------
992,36,ὁπότε,,c--------
993,37,γυμνάσαι,γυμνάζω,v--ana---
994,38,βούλοιτο,βούλομαι,v3spoe---
995,39,ἑαυτόν,ἑαυτοῦ,p-s---ma-
996,40,τε,τε,d--------
997,41,καὶ,καί,d--------
998,42,τοὺς,ὁ,l-p---ma-
999,43,ἵππους,ἵππος,n-p---ma-
1000,44,.,.,u--------
1001,45,διὰ,διά,r--------
1002,46,μέσου,μέσης,n-s---mg-
1003,47,δὲ,δέ,g--------
1004,48,τοῦ,ὁ,l-s---mg-
1005,49,παραδείσου,παράδεισος,n-s---mg-
1006,50,ῥεῖ,ῥέω,v3spia---
1007,51,ὁ,ὁ,l-s---mn-
1008,52,Μαίανδρος,Μαίανδρος,n-s---mn-
1009,53,ποταμός,ποταμός,n-s---mn-
1010,54,·,·,u--------
1011,55,αἱ,ὁ,l-p---fn-
1012,56,δὲ,δέ,g--------
1013,57,πηγαὶ,πηγή,n-p---fn-
1014,58,αὐτοῦ,αὐτός,d--------
1015,59,εἰσιν,εἰμί,v3ppia---
1016,60,ἐκ,ἐκ,r--------
1017,61,τῶν,ὁ,l-p---mg-
1018,62,βασιλείων,βασίλειος,a-p---mg-
1019,63,·,·,u--------
1020,64,ῥεῖ,ῥέω,v3spia---
1021,65,δὲ,δέ,g--------
1022,66,καὶ,καί,d--------
1023,67,διὰ,διά,r--------
1024,68,τῆς,ὁ,l-s---fg-
1025,69,Κελαινῶν,,n-p---mg-
1026,70,πόλεως,πόλις,n-s---fg-
1027,71,.,.,u--------
1028,1,ἔστι,εἰμί,v3spia---
1029,2,δὲ,δέ,g--------
1030,3,καὶ,καί,d--------
1031,4,μεγάλου,μέγας,a-s---mg-
1032,5,βασιλέως,βασιλεύς,n-s---mg-
1033,6,βασίλεια,βασίλεια,n-s---fv-
1034,7,ἐν,ἐν,r--------
1035,8,Κελαιναῖς,Κελαιναί,n-p---fd-
1036,9,ἐρυμνὰ,ἐρυμνός,a-p---nn-
1037,10,ἐπὶ,ἐπί,r--------
1038,11,ταῖς,ὁ,l-p---fd-
1039,12,πηγαῖς,πηγή,n-p---fd-
1040,13,τοῦ,ὁ,l-s---mg-
1041,14,Μαρσύου,Μαρσύας,n-s---mg-
1042,15,ποταμοῦ,ποταμός,n-s---mg-
1043,16,ὑπὸ,ὑπό,r--------
1044,17,τῇ,ὅς,d--------
1045,18,ἀκροπόλει,ἀκρόπολις,n-s---fd-
1046,19,·,·,u--------
1047,20,ῥεῖ,ῥέω,v3spia---
1048,21,δὲ,δέ,g--------
1049,22,καὶ,καί,d--------
1050,23,οὗτος,οὗτος,p-s---mn-
1051,24,διὰ,διά,r--------
1052,25,τῆς,ὁ,l-s---fg-
1053,26,πόλεως,πόλις,n-s---fg-
1054,27,καὶ,καί,d--------
1055,28,ἐμβάλλει,ἐμβάλλω,v3spia---
1056,29,εἰς,εἰς,r--------
1057,30,τὸν,ὁ,l-s---ma-
1058,31,Μαίανδρον,Μαίανδρος,n-s---ma-
1059,32,·,·,u--------
1060,33,τοῦ,ὅς,p-s---mg-
1061,34,δὲ,δέ,g--------
1062,35,Μαρσύου,Μαρσύας,n-s---mg-
1063,36,τὸ,ὁ,l-s---na-
1064,37,εὖρός,εὖρος,n-s---na-
1065,38,ἐστιν,εἰμί,v3spia---
1066,39,εἴκοσι,,a--------
1067,40,καὶ,καί,d--------
1068,41,πέντε,,a--------
1069,42,ποδῶν,πούς,n-p---mg-
1070,43,.,.,u--------
1071,44,ἐνταῦθα,ἐνταῦθα,d--------
1072,45,λέγεται,λέγω,v3spie---
1073,46,Ἀπόλλων,Ἀπόλλων,n-s---mn-
1074,47,ἐκδεῖραι,ἐκδέρω,v--ana---
1075,48,Μαρσύαν,,n-s---fa-
1076,49,νικήσας,νικάω,v-sapamn-
1077,50,ἐρίζοντά,ἐρίζω,v-sppama-
1078,51,οἱ,ὁ,l-p---mn-
1079,52,περὶ,περί,r--------
1080,53,σοφίας,σοφία,n-s---fg-
1081,54,",",",",u--------
1082,55,καὶ,καί,d--------
1083,56,τὸ,ὁ,l-s---nn-
1084,57,δέρμα,δέρμα,n-s---nn-
1085,58,κρεμάσαι,κρεμάννυμι,v--ana---
1086,59,ἐν,ἐν,r--------
1087,60,τῷ,τῷ,d--------
1088,61,ἄντρῳ,ἄντρον,n-s---nd-
1089,62,ὅθεν,ὅθεν,d--------
1090,63,αἱ,ὁ,l-p---fn-
1091,64,πηγαί,πηγή,n-p---fn-
1092,65,·,·,u--------
1093,66,διὰ,διά,r--------
1094,67,δὲ,δέ,g--------
1095,68,τοῦτο,οὗτος,p-s---na-
1096,69,ὁ,ὁ,l-s---mn-
1097,70,ποταμὸς,ποταμός,n-s---mn-
1098,71,καλεῖται,καλέω,v3spie---
1099,72,Μαρσύας,Μαρσύας,n-s---mn-
1100,73,.,.,u--------
1101,1,ἐνταῦθα,ἐνταῦθα,d--------
1102,2,Ξέρξης,Ξέρξης,n-s---mn-
1103,3,",",",",u--------
1104,4,ὅτε,ὅτε,c--------
1105,5,ἐκ,ἐκ,r--------
1106,6,τῆς,ὁ,l-s---fg-
1107,7,Ἑλλάδος,Ἑλλάς,n-s---fg-
1108,8,ἡττηθεὶς,,v-sapemn-
1109,9,τῇ,ὁ,l-s---fd-
1110,10,μάχῃ,μάχη,n-s---fd-
1111,11,ἀπεχώρει,ἀποχωρέω,v3siia---
1112,12,",",",",u--------
1113,13,λέγεται,λέγω,v3spie---
1114,14,οἰκοδομῆσαι,οἰκοδομέω,v--ana---
1115,15,ταῦτά,,a-p---na-
1116,16,τε,τε,d--------
1117,17,τὰ,ὁ,l-p---na-
1118,18,βασίλεια,βασίλειον,n-p---na-
1119,19,καὶ,καί,c--------
1120,20,τὴν,ὁ,l-s---fa-
1121,21,Κελαινῶν,Κελαινώ,n-p---fg-
1122,22,ἀκρόπολιν,ἀκρόπολις,n-s---fa-
1123,23,.,.,u--------
1124,24,ἐνταῦθα,ἐνταῦθα,d--------
1125,25,ἔμεινε,μένω,v3saia---
1126,26,Κῦρος,Κῦρος,n-s---mn-
1127,27,ἡμέρας,ἡμέρα,n-p---fa-
1128,28,τριάκοντα,,a--------
1129,29,·,·,u--------
1130,30,καὶ,καί,d--------
1131,31,ἧκε,ἵημι,v3saia---
1132,32,Κλέαρχος,Κλέαρχος,n-s---mn-
1133,33,ὁ,ὁ,l-s---mn-
1134,34,Λακεδαιμόνιος,Λακεδαιμόνιος,a-s---mn-
1135,35,φυγὰς,,n-s---mn-
1136,36,ἔχων,ἔχω,v-sppamn-
1137,37,ὁπλίτας,ὁπλίτης,n-p---ma-
1138,38,χιλίους,χίλιος,a-p---ma-
1139,39,καὶ,καί,c--------
1140,40,πελταστὰς,πελταστής,n-p---ma-
1141,41,Θρᾷκας,Θρᾷξ,n-p---ma-
1142,42,ὀκτακοσίους,ὀκτακόσιοι,a-p---ma-
1143,43,καὶ,καί,d--------
1144,44,τοξότας,τοξότης,n-p---ma-
1145,45,Κρῆτας,Κρής,n-p---ma-
1146,46,διακοσίους,διακόσιοι,a-p---ma-
1147,47,.,.,u--------
1148,48,ἅμα,ἅμα,d--------
1149,49,δὲ,δέ,g--------
1150,50,καὶ,καί,d--------
1151,51,Σῶσις,,n-s---fn-
1152,52,παρῆν,πάρειμι,v3siia---
1153,53,ὁ,ὁ,l-s---mn-
1154,54,Συρακόσιος,Συρακόσιος,a-s---mn-
1155,55,ἔχων,ἔχω,v-sppamn-
1156,56,ὁπλίτας,ὁπλίτης,n-p---ma-
1157,57,τριακοσίους,τριακόσιοι,a-p---ma-
1158,58,",",",",u--------
1159,59,καὶ,καί,d--------
1160,60,Σοφαίνετος,Σοφαίνετος,n-s---mn-
1161,61,Ἀρκάδας,,n-p---fa-
1162,62,ἔχων,ἔχω,v-sppamn-
1163,63,ὁπλίτας,ὁπλίτης,n-p---ma-
1164,64,χιλίους,χίλιος,a-p---ma-
1165,65,.,.,u--------
1166,66,καὶ,καί,d--------
1167,67,ἐνταῦθα,ἐνταῦθα,d--------
1168,68,Κῦρος,Κῦρος,n-s---mn-
1169,69,ἐξέτασιν,ἐξέτασις,n-s---fa-
